Timestamp,sub_0,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52,sub_53,sub_54,sub_55,sub_56,sub_57,sub_58,sub_59,sub_60,sub_61,sub_62,sub_63,sub_64,sub_65,sub_66,sub_67,sub_68,sub_69,sub_70,sub_71,sub_72,sub_73,sub_74,sub_75,sub_76,sub_77,sub_78,sub_79,sub_80,sub_81,sub_82,sub_83,sub_84,sub_85,sub_86,sub_87,sub_88,sub_89,sub_90,sub_91,sub_92,sub_93,sub_94,sub_95,sub_96,sub_97,sub_98,sub_99,sub_100,sub_101,sub_102,sub_103,sub_104,sub_105,sub_106,sub_107,sub_108,sub_109,sub_110,sub_111,sub_112,sub_113,sub_114,sub_115,sub_116,sub_117,sub_118,sub_119,sub_120,sub_121,sub_122,sub_123,sub_124,sub_125,sub_126,sub_127
2026-04-14 14:03:51.282670,-128,0,8,0,4,12,7,11,10,11,12,10,14,11,15,12,16,12,15,13,14,13,15,13,13,12,12,10,12,9,12,6,14,4,13,2,16,1,17,0,19,0,20,1,20,1,21,3,21,4,21,6,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,29,-13,29,-15,27,-18,27,-19,26,-21,25,-21,23,-21,21,-19,19,-18,18,-16,17,-14,18,-12,18,-10,20,-9,21,-8,23,-8,24,-7,24,-7,25,-8,25,-9,25,-8,23,-8,22,-7,21,-6,18,-4,17
2026-04-14 14:03:51.664608,118,96,7,0,13,-7,13,-8,12,-12,13,-14,14,-16,15,-17,15,-18,15,-18,15,-18,15,-16,13,-16,11,-15,9,-15,6,-15,4,-15,2,-17,0,-17,0,-20,-1,-23,1,-24,3,-26,4,-26,7,-26,7,-24,9,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,31,15,32,19,30,21,29,23,26,24,24,24,22,24,21,22,19,21,19,18,19,16,20,13,21,12,23,11,24,9,26,10,28,8,28,9,29,10,28,9,27,9,24,10,22,8,20,6,17,4
2026-04-14 14:03:51.932486,126,-32,7,0,-12,5,-12,8,-11,11,-12,14,-12,16,-13,17,-13,17,-13,16,-13,16,-12,15,-12,15,-10,14,-8,13,-5,13,-3,13,-1,15,1,16,2,18,3,19,2,21,1,23,-1,23,-2,24,-4,23,-5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-12,-30,-15,-30,-18,-28,-20,-28,-21,-26,-21,-24,-21,-23,-21,-21,-19,-20,-19,-19,-16,-19,-13,-21,-12,-22,-10,-23,-9,-25,-8,-26,-7,-27,-7,-28,-8,-27,-7,-27,-8,-26,-7,-25,-6,-22,-7,-19,-5,-17,-4
2026-04-14 14:03:52.158919,52,69,83,0,11,-6,11,-9,10,-12,11,-14,11,-16,12,-17,13,-19,12,-17,12,-17,11,-17,10,-16,8,-13,6,-14,4,-13,1,-13,-1,-16,-3,-17,-4,-20,-4,-22,-3,-23,-2,-25,0,-25,2,-25,4,-24,5,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,27,15,27,18,26,20,25,22,22,22,21,23,19,22,18,21,16,19,16,16,17,13,18,12,18,10,20,9,21,8,23,7,25,7,25,8,26,8,25,8,24,7,22,7,20,6,18,5,15,4
2026-04-14 14:03:52.200748,52,69,83,0,6,-11,3,-15,2,-15,1,-18,0,-19,0,-21,0,-22,0,-22,1,-21,0,-21,0,-19,-1,-17,-2,-15,-3,-13,-7,-13,-9,-12,-13,-13,-14,-14,-14,-16,-16,-18,-14,-19,-15,-20,-13,-21,-12,-22,-10,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-6,32,-3,32,0,33,3,32,5,31,7,29,8,28,7,25,8,23,6,23,4,21,2,21,0,22,-3,22,-6,22,-6,25,-7,26,-8,24,-8,25,-7,25,-8,24,-6,23,-6,21,-6,17,-6,15,-7
2026-04-14 14:03:52.240806,52,69,83,0,11,4,14,1,17,0,19,-2,20,-4,23,-4,23,-3,22,-4,23,-3,21,-2,20,-3,17,-4,14,-5,12,-7,12,-10,10,-14,11,-15,11,-18,13,-19,15,-21,18,-21,19,-20,20,-19,21,-16,22,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,7,36,5,36,2,37,-1,37,-3,36,-5,34,-6,32,-5,30,-4,27,-3,25,0,25,3,24,5,23,7,23,9,25,11,26,12,25,12,27,12,28,11,27,11,25,10,24,9,23,9,20,10,16
2026-04-14 14:03:52.280931,52,69,83,0,7,9,10,6,13,6,15,5,17,5,18,5,19,5,20,6,19,5,18,6,17,4,14,4,13,2,13,-1,13,-3,12,-6,14,-8,16,-10,18,-11,19,-11,20,-11,22,-10,22,-8,23,-5,22,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,30,-8,31,-11,30,-12,31,-14,29,-16,28,-16,26,-16,24,-15,23,-13,21,-11,20,-10,19,-7,19,-5,21,-3,22,-2,24,-2,25,0,25,0,26,0,26,0,26,0,25,-2,23,-1,21,0,18,1,16
2026-04-14 14:03:52.322232,52,69,83,0,11,-5,11,-8,11,-11,12,-13,13,-15,14,-16,14,-17,13,-17,14,-16,13,-15,11,-15,10,-13,7,-13,4,-13,2,-14,0,-16,-2,-17,-3,-20,-3,-21,-2,-23,0,-25,2,-25,3,-26,5,-24,6,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,25,19,25,22,22,24,21,26,18,25,17,26,15,24,14,22,13,21,13,18,14,16,15,14,17,12,19,10,22,11,22,10,24,10,24,10,25,11,24,11,24,11,21,10,19,9,18,7,15,5
2026-04-14 14:03:52.367242,52,69,83,0,-13,-4,-15,-1,-15,2,-18,3,-19,4,-21,5,-21,5,-21,5,-20,4,-19,4,-18,3,-16,5,-14,5,-12,6,-10,8,-9,12,-9,12,-10,15,-10,17,-13,18,-14,19,-16,18,-17,17,-18,15,-19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-28,-13,-30,-10,-31,-9,-33,-7,-33,-4,-32,-3,-31,-1,-30,-1,-27,-2,-25,-4,-24,-4,-22,-7,-21,-9,-20,-11,-21,-13,-20,-13,-22,-15,-22,-16,-23,-15,-22,-16,-22,-14,-22,-12,-20,-12,-19,-11,-17,-10,-13
2026-04-14 14:03:52.406771,52,69,83,0,11,8,13,5,15,5,19,2,21,2,23,1,24,2,23,3,22,3,21,3,20,3,17,1,15,-2,15,-3,14,-6,13,-10,15,-12,15,-14,18,-15,20,-15,21,-15,22,-13,24,-12,24,-10,24,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,-1,35,-3,35,-6,36,-9,35,-10,35,-11,32,-12,29,-11,28,-10,26,-8,25,-6,24,-3,24,-1,23,2,25,3,26,4,27,6,27,6,29,7,29,5,29,6,28,4,26,4,23,4,22,5,18
2026-04-14 14:03:52.451883,-128,0,8,0,-13,-3,-15,-1,-16,1,-19,3,-20,5,-21,4,-22,5,-22,3,-21,4,-20,3,-18,3,-17,4,-15,6,-12,6,-11,9,-10,11,-10,12,-11,16,-12,17,-14,18,-16,18,-17,18,-19,17,-19,14,-20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-28,-13,-31,-12,-32,-10,-33,-7,-34,-6,-33,-3,-31,-3,-30,-2,-27,-3,-26,-3,-24,-5,-22,-7,-22,-9,-21,-12,-21,-13,-22,-15,-22,-15,-23,-16,-23,-16,-24,-16,-23,-15,-23,-13,-21,-13,-19,-12,-17,-12,-14
2026-04-14 14:03:53.325599,56,-126,35,0,-6,-14,-9,-13,-10,-12,-13,-12,-15,-12,-15,-12,-16,-12,-16,-14,-16,-12,-16,-12,-15,-10,-14,-9,-13,-7,-13,-5,-14,-3,-13,-1,-16,0,-18,1,-19,2,-21,2,-21,1,-22,0,-22,0,-22,-3,-22,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-30,13,-31,15,-30,18,-30,19,-28,21,-27,21,-24,22,-23,20,-21,17,-20,15,-20,13,-20,11,-21,10,-22,8,-23,7,-24,6,-26,6,-27,7,-28,7,-28,7,-28,7,-26,6,-24,5,-22,4,-20,3,-19
2026-04-14 14:03:53.373285,-128,0,8,0,3,12,6,11,8,11,10,10,12,10,12,11,13,12,13,12,13,12,12,11,12,10,10,8,10,6,11,5,11,2,12,1,13,0,15,0,17,0,17,0,17,0,18,2,18,2,18,4,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,28,-10,28,-13,28,-15,27,-17,27,-18,25,-19,23,-19,21,-18,20,-16,19,-15,18,-13,18,-11,19,-9,20,-8,20,-8,22,-7,23,-7,24,-7,24,-8,24,-7,24,-8,23,-7,22,-6,20,-4,17,-5,15
2026-04-14 14:03:55.935193,126,-32,7,0,8,-11,4,-10,0,-11,-3,-12,-7,-13,-8,-14,-10,-16,-11,-17,-10,-18,-10,-19,-8,-18,-6,-16,-4,-14,-3,-10,-3,-7,-3,-3,-5,1,-8,4,-11,6,-13,7,-15,7,-19,6,-19,4,-21,2,-21,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,-6,33,-4,35,-2,36,0,37,2,37,3,36,5,34,6,32,6,29,5,27,3,26,1,24,-2,23,-5,22,-8,23,-11,23,-14,24,-16,25,-17,25,-18,25,-19,26,-18,24,-18,23,-16,22,-14,20,-13
2026-04-14 14:03:55.977787,82,32,5,0,-9,23,-12,14,-13,20,-10,15,-9,23,-13,24,-13,17,-8,21,-9,22,-7,22,-7,21,-8,23,-14,25,-6,26,-10,20,-13,21,-11,23,-7,17,-7,19,-8,15,-8,15,-7,15,-8,11,-14,13,-8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,10,-13,8,-14,11,-18,8,-17,10,-13,8,-14,7,-14,6,-17,12,-19,12,-19,10,-16,11,-18,11,-14,7,-17,6,-15,13,-15,13,-17,15,-13,18,-10,13,-14,10,-14,16,-22,17,-18,19,-22,23,-18,18
2026-04-14 14:03:56.941271,126,-32,7,0,-27,-3,-27,-1,-26,-1,-27,1,-26,2,-26,4,-26,4,-27,4,-26,5,-26,5,-27,6,-26,6,-27,6,-25,5,-25,6,-24,8,-24,9,-25,9,-25,9,-27,9,-29,8,-29,7,-30,4,-30,2,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-9,-32,-12,-30,-14,-29,-16,-27,-16,-25,-16,-24,-14,-25,-14,-25,-13,-27,-13,-27,-13,-28,-14,-28,-15,-29,-16,-29,-17,-28,-17,-27,-17,-26,-16,-26,-16,-25,-14,-25,-13,-25,-12,-25,-9,-25,-8,-26,-7,-26,-5
2026-04-14 14:04:00.289764,25,-106,97,0,-15,-20,-17,-19,-17,-19,-19,-18,-20,-17,-20,-18,-21,-17,-22,-18,-22,-17,-22,-17,-22,-16,-21,-15,-21,-14,-21,-14,-22,-13,-22,-11,-23,-13,-24,-13,-24,-14,-26,-15,-25,-16,-24,-17,-24,-19,-21,-21,-19,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-28,-6,-29,-4,-28,-2,-28,-1,-27,0,-26,0,-25,-1,-24,-1,-24,-4,-25,-4,-26,-4,-26,-5,-27,-4,-28,-4,-28,-3,-28,-4,-28,-4,-27,-5,-27,-5,-26,-6,-25,-7,-24,-8,-23,-10,-22,-11,-22,-10,-21
2026-04-14 14:04:00.328907,52,69,83,0,11,20,13,20,14,19,16,19,17,19,18,18,19,18,18,19,18,19,18,19,18,18,17,17,18,16,18,16,19,14,19,13,20,14,21,15,22,15,22,16,22,17,21,19,20,20,17,22,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,2,28,-1,27,-2,27,-2,25,-3,25,-3,24,-2,23,-1,23,0,24,0,25,0,26,0,26,0,27,0,27,-1,27,-1,27,0,26,1,26,2,25,3,24,4,24,4,23,6,22,7,22,8,21
2026-04-14 14:04:00.367888,52,69,83,0,22,12,24,12,24,11,26,10,26,9,27,8,28,8,28,9,28,8,28,8,27,8,26,7,26,6,26,6,26,5,27,3,27,4,28,3,29,4,30,5,31,6,30,9,30,11,28,14,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,18,25,15,25,14,26,13,25,12,25,11,23,11,23,12,23,14,23,14,23,14,24,15,25,15,25,15,25,15,25,15,26,15,24,16,23,16,23,16,22,18,21,17,20,18,19,20,18,21,17
2026-04-14 14:04:00.413162,52,69,83,0,-11,-24,-12,-24,-13,-25,-14,-24,-15,-23,-16,-23,-17,-24,-17,-25,-17,-25,-17,-26,-17,-24,-16,-23,-17,-22,-17,-22,-17,-22,-17,-21,-19,-22,-19,-22,-19,-22,-20,-24,-19,-24,-18,-27,-16,-27,-14,-29,-11,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-30,-2,-30,0,-29,1,-28,2,-28,3,-28,3,-27,3,-27,2,-27,1,-27,2,-28,2,-28,1,-28,2,-29,1,-29,2,-30,1,-30,1,-29,1,-28,-1,-28,-1,-27,-3,-27,-3,-27,-4,-27,-5,-26,-7,-26
2026-04-14 14:04:00.461028,52,69,83,0,-17,-17,-17,-16,-17,-16,-20,-16,-20,-15,-21,-15,-22,-15,-22,-15,-22,-15,-22,-16,-22,-14,-21,-14,-21,-13,-21,-13,-22,-13,-21,-11,-22,-12,-23,-12,-23,-13,-24,-13,-24,-14,-23,-16,-23,-18,-21,-20,-18,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-24,-10,-25,-9,-24,-7,-25,-6,-24,-6,-24,-6,-23,-5,-23,-6,-23,-7,-23,-7,-24,-7,-25,-8,-25,-8,-25,-8,-25,-8,-25,-8,-25,-8,-25,-9,-24,-9,-24,-10,-23,-10,-23,-11,-22,-11,-21,-12,-20,-13,-21
2026-04-14 14:04:00.503023,52,69,83,0,20,-13,20,-14,20,-15,20,-16,20,-16,20,-18,21,-18,20,-19,20,-19,20,-19,19,-20,19,-19,19,-18,17,-18,17,-19,17,-20,17,-20,17,-21,18,-21,19,-21,21,-21,22,-19,24,-18,25,-16,25,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-5,25,-3,25,-1,25,1,24,2,23,1,23,2,22,2,23,1,23,1,23,-1,24,-1,25,-1,25,-1,25,-1,24,-1,25,-2,25,-2,25,-2,25,-2,25,-3,24,-4,23,-5,23,-6,23,-7,23,-9
2026-04-14 14:04:00.940792,126,-32,7,0,17,9,18,8,18,6,20,5,21,4,22,3,23,3,23,3,23,3,23,3,23,2,22,2,23,1,21,1,22,0,21,-2,22,-2,24,-3,24,-2,26,-3,27,-1,26,1,27,2,27,4,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,20,23,19,23,18,25,16,25,15,25,13,25,13,24,13,24,13,24,13,24,13,23,13,23,13,23,14,23,12,22,13,22,14,21,15,21,15,20,15,19,16,19,15,18,15,17,16,16,16,15
2026-04-14 14:04:00.986967,82,32,5,0,-20,-18,-16,-11,-22,-7,-13,-15,-12,-12,-19,-10,-23,-8,-13,-9,-21,-10,-21,-10,-23,-11,-25,-9,-22,-9,-30,-10,-18,-10,-23,-8,-23,-7,-20,-10,-19,-6,-30,-7,-19,-10,-21,-4,-22,-3,-27,-12,-21,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,-8,-7,-12,-10,-8,-5,-10,-10,-15,-12,-17,-4,-16,-11,-20,-4,-16,-5,-19,-8,-16,-4,-14,-5,-18,-6,-18,-7,-18,-4,-18,-9,-18,-2,-22,-6,-18,-7,-15,-8,-17,-9,-23,-7,-21,-7,-14,-9,-15,-10,-16
2026-04-14 14:04:01.945860,126,-32,7,0,9,-18,8,-20,7,-23,7,-25,7,-28,7,-29,8,-30,8,-31,10,-31,10,-31,11,-30,9,-29,9,-27,7,-27,5,-26,4,-27,3,-28,2,-29,2,-31,3,-33,5,-34,8,-34,11,-34,14,-33,17,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-5,21,-3,21,-1,21,0,21,1,21,1,21,1,20,2,19,1,18,1,18,0,17,-2,17,-3,18,-5,17,-6,17,-8,18,-9,19,-11,20,-10,20,-11,21,-11,21,-11,20,-12,19,-12,17,-12,15,-14
2026-04-14 14:04:03.132765,25,-106,97,0,1,-20,-1,-19,-3,-20,-5,-19,-7,-19,-9,-20,-9,-21,-10,-22,-10,-22,-10,-23,-9,-22,-9,-21,-9,-20,-9,-17,-10,-16,-10,-15,-11,-14,-13,-13,-15,-13,-16,-13,-17,-14,-18,-16,-17,-17,-16,-20,-14,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-33,14,-33,16,-31,18,-30,19,-29,21,-28,21,-26,21,-25,20,-24,20,-23,19,-23,18,-23,17,-23,17,-23,15,-24,14,-26,14,-26,14,-26,14,-26,13,-27,13,-26,12,-26,11,-26,11,-24,10,-23,9,-23
2026-04-14 14:04:03.173748,52,69,83,0,-15,12,-13,13,-11,15,-10,16,-9,17,-8,19,-9,19,-7,21,-9,21,-8,21,-9,20,-9,19,-8,18,-7,17,-5,16,-5,17,-2,16,0,17,1,18,1,19,0,20,0,22,-2,23,-4,24,-7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,18,-31,15,-33,13,-34,10,-34,8,-33,7,-32,6,-32,5,-31,4,-30,3,-29,3,-28,4,-28,5,-28,5,-27,7,-27,8,-27,8,-27,9,-28,9,-27,10,-27,9,-27,10,-26,10,-24,9,-24,9,-21,10
2026-04-14 14:04:03.214330,52,69,83,0,-14,10,-11,12,-8,11,-6,13,-6,15,-5,16,-4,16,-3,17,-4,17,-2,18,-3,18,-3,17,-3,16,-2,14,-2,13,0,13,2,12,3,13,5,14,6,15,6,16,6,18,5,19,5,21,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,18,-29,16,-31,12,-32,11,-31,8,-31,7,-30,6,-30,5,-29,4,-28,5,-27,5,-27,6,-26,5,-25,6,-26,7,-25,8,-25,8,-25,9,-24,9,-24,9,-23,10,-23,9,-21,11,-20,10,-19,9,-17,8
2026-04-14 14:04:03.255309,52,69,83,0,-4,15,-2,14,1,14,3,14,5,14,6,14,8,14,9,15,9,15,9,15,8,15,8,14,8,14,7,12,8,11,8,9,10,9,11,7,13,7,14,7,15,8,16,9,16,10,17,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,29,-15,30,-17,28,-20,26,-20,25,-21,24,-22,21,-21,21,-21,20,-20,20,-19,19,-18,20,-17,19,-17,20,-16,20,-16,20,-15,21,-14,21,-14,21,-13,21,-13,22,-13,21,-12,20,-11,19,-10,19,-8,18
2026-04-14 14:04:03.296547,52,69,83,0,-15,4,-13,7,-10,8,-10,10,-9,12,-8,14,-7,15,-7,16,-8,16,-7,17,-8,16,-7,14,-6,13,-5,12,-4,11,-1,12,1,12,3,12,4,13,5,15,5,17,4,19,2,21,2,22,-1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,3,-34,0,-35,-2,-34,-5,-34,-6,-33,-8,-32,-8,-30,-9,-29,-9,-28,-9,-27,-8,-27,-6,-27,-7,-26,-5,-26,-4,-26,-3,-27,-2,-27,-1,-27,-1,-27,-1,-26,0,-26,0,-24,1,-23,1,-22,1,-19,1
2026-04-14 14:04:03.339378,52,69,83,0,-7,-13,-8,-12,-10,-10,-12,-8,-13,-7,-15,-6,-16,-5,-17,-7,-17,-6,-18,-6,-17,-6,-16,-6,-15,-5,-14,-3,-13,-2,-11,1,-12,2,-13,5,-13,5,-16,7,-17,8,-19,7,-20,7,-22,5,-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-33,-3,-34,0,-34,2,-35,4,-34,5,-34,7,-32,6,-31,7,-30,6,-29,5,-28,5,-27,4,-27,3,-27,1,-27,1,-27,0,-27,-1,-27,-3,-26,-2,-26,-3,-26,-4,-26,-3,-25,-4,-24,-4,-23,-4,-21
2026-04-14 14:04:05.306161,56,-126,35,0,5,-16,3,-17,1,-19,0,-20,-1,-22,-1,-22,-1,-23,-2,-23,-1,-23,-1,-22,-1,-20,-1,-18,-3,-16,-5,-14,-7,-12,-9,-12,-11,-11,-14,-11,-15,-13,-17,-13,-17,-15,-16,-18,-14,-19,-13,-20,-11,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,-15,30,-12,33,-9,33,-7,34,-4,32,-2,31,-1,28,-1,26,-1,24,-1,22,-3,21,-6,22,-9,22,-11,22,-13,23,-15,24,-15,26,-17,26,-15,26,-15,25,-13,24,-14,22,-13,20,-11,17,-11,15,-12
2026-04-14 14:04:05.354692,-128,0,8,0,-11,12,-10,15,-8,17,-7,19,-7,20,-7,21,-8,22,-6,22,-7,21,-6,21,-6,19,-5,18,-4,16,-1,15,1,14,3,14,6,14,8,15,10,17,10,19,9,20,8,23,6,23,5,24,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,5,-36,1,-37,-2,-36,-6,-35,-8,-33,-10,-30,-10,-28,-10,-26,-8,-25,-7,-24,-4,-24,-1,-25,1,-26,3,-28,4,-29,6,-30,6,-31,5,-31,5,-31,4,-30,4,-28,4,-26,4,-23,3,-21,5,-17,7
2026-04-14 14:04:05.952321,126,-32,7,0,-8,-4,-10,-1,-12,1,-15,4,-18,6,-19,6,-21,5,-21,4,-20,3,-18,3,-16,3,-12,3,-8,5,-5,7,-2,11,0,15,1,19,-1,22,-2,25,-4,27,-6,29,-9,28,-11,27,-13,24,-13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-30,17,-30,19,-29,20,-29,21,-27,21,-26,21,-24,19,-23,18,-22,16,-21,13,-21,11,-21,8,-22,6,-22,4,-24,2,-25,1,-26,-1,-26,-2,-28,-2,-28,-3,-27,-2,-27,-2,-24,-2,-23,-3,-19,-3,-17
2026-04-14 14:04:05.993919,82,32,5,0,-25,11,-25,10,-19,8,-21,13,-19,11,-20,9,-18,10,-18,11,-20,11,-17,10,-16,12,-14,12,-15,8,-15,10,-16,11,-16,10,-14,10,-14,7,-12,7,-13,8,-13,6,-13,2,-15,4,-11,4,-11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,13,-20,9,-23,7,-23,9,-25,9,-24,8,-23,7,-27,5,-24,5,-27,6,-27,5,-26,2,-28,5,-24,2,-27,4,-28,5,-26,5,-27,5,-24,8,-27,7,-26,8,-25,9,-24,10,-28,7,-26,10,-24,10
2026-04-14 14:04:06.957698,126,-32,7,0,-6,-14,-8,-13,-11,-13,-13,-12,-15,-13,-17,-13,-18,-14,-19,-15,-17,-14,-18,-13,-16,-12,-15,-9,-15,-6,-15,-4,-17,0,-18,3,-22,4,-25,5,-28,5,-30,4,-31,3,-32,0,-32,-2,-31,-6,-30,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,-27,29,-25,31,-22,31,-20,33,-18,32,-16,31,-14,29,-13,26,-13,23,-13,22,-14,20,-17,19,-18,18,-20,17,-21,17,-23,17,-23,17,-25,16,-24,15,-24,15,-22,14,-22,12,-20,9,-19,8,-16,5,-16
2026-04-14 14:04:10.408631,52,69,83,0,-11,0,-12,2,-12,4,-13,5,-15,8,-15,8,-14,9,-14,9,-13,9,-12,9,-9,10,-7,11,-4,12,-2,13,0,15,2,18,3,21,3,24,2,26,0,27,-1,28,-4,28,-6,28,-8,26,-8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-38,-1,-39,2,-39,5,-38,7,-36,8,-33,7,-30,6,-28,4,-25,1,-25,-1,-24,-3,-23,-5,-25,-7,-25,-8,-26,-10,-27,-9,-27,-9,-27,-9,-26,-9,-24,-8,-23,-7,-20,-7,-17,-8,-14,-8,-11,-7,-8
2026-04-14 14:04:10.453139,52,69,83,0,-11,4,-12,8,-11,10,-11,13,-11,15,-11,15,-11,15,-10,15,-8,14,-7,15,-5,14,-2,14,1,15,3,14,8,15,11,18,12,20,13,23,13,25,12,29,10,31,9,31,6,31,4,30,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,-35,-21,-39,-18,-39,-15,-41,-11,-39,-10,-37,-8,-33,-8,-31,-9,-27,-10,-24,-14,-23,-16,-22,-18,-21,-20,-22,-23,-22,-22,-23,-23,-22,-22,-22,-22,-23,-19,-21,-19,-19,-18,-16,-16,-13,-15,-10,-14,-8,-12,-3
2026-04-14 14:04:10.496083,52,69,83,0,-13,-1,-14,1,-15,2,-16,4,-16,6,-17,7,-17,6,-17,7,-15,8,-15,8,-12,9,-10,10,-8,13,-7,15,-5,18,-4,21,-5,23,-6,26,-8,28,-10,29,-12,29,-13,27,-15,27,-17,25,-17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-41,-2,-42,1,-41,4,-41,6,-38,8,-36,7,-32,5,-29,4,-28,1,-27,-1,-26,-4,-25,-6,-28,-7,-29,-8,-30,-8,-29,-8,-30,-7,-28,-7,-29,-8,-26,-7,-24,-7,-21,-7,-18,-8,-16,-8,-13,-10,-10
2026-04-14 14:04:10.539126,52,69,83,0,-11,-7,-12,-5,-13,-4,-15,-4,-16,-2,-18,-2,-18,-2,-18,-2,-17,-1,-16,0,-15,2,-13,4,-12,7,-12,9,-13,12,-13,15,-14,17,-17,18,-19,19,-20,19,-22,18,-24,17,-24,16,-25,13,-25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-37,16,-35,18,-33,19,-31,20,-28,20,-26,18,-23,16,-22,13,-21,11,-21,9,-22,7,-24,6,-26,5,-27,5,-27,5,-28,6,-28,5,-27,5,-26,5,-24,4,-22,2,-20,1,-19,0,-16,-2,-14,-4,-12
2026-04-14 14:04:10.579948,52,69,83,0,8,-6,9,-7,9,-9,9,-11,9,-12,9,-14,9,-15,7,-14,7,-14,5,-14,3,-15,2,-15,-1,-16,-3,-16,-5,-17,-6,-20,-7,-21,-7,-24,-7,-26,-5,-28,-4,-29,-2,-28,0,-28,2,-27,3,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,20,28,17,29,15,30,12,29,11,27,10,26,9,23,10,21,10,20,12,18,14,18,15,17,17,17,17,17,18,17,17,17,17,17,17,16,16,15,14,13,13,11,12,9,13,7,11,5,11,2
